text,emotion,field
I solved the entire structuralism worksheet without looking at any hints.,Confident,Literature
I'm curious to see what happens if we change the parameters in angular momentum.,Curious,Physics
I don't understand the difference between these two algorithms in colonialism.,Confused,History
I solved the entire consumer psychology worksheet without looking at any hints.,Confident,Business
I'm completely lost on thermochemistry. Can someone explain it in simple terms?,Confused,Chemistry
The lecture on social influence went way too fast. I have no idea what's going on.,Confused,Psychology
How do researchers solve the open problems in feedback control loops?,Curious,Engineering
How does nuclear fission scale to real-world datasets? I'd love to know more.,Curious,Physics
I'm making great progress in gene splicing. It's all clicking so fast.,Confident,Biology
I feel like throwing my laptop out the window. feedback control loops is so annoying.,Frustrated,Engineering
Another lecture on rhetorical devices? I'd rather do anything else right now.,Bored,Literature
The professor's slides on limits and continuity are just walls of text. So uninteresting.,Bored,Mathematics
I'm interested in working on a research project related to poetic meters.,Curious,Literature
Why do we need to memorize these thermodynamic cycles formulas? It feels so pointless.,Bored,Engineering
Are there any advanced applications of photosynthesis pathways in modern industry?,Curious,Biology
This error message in acid-base titration is completely useless. I am stuck.,Frustrated,Chemistry
I've been trying to solve this metaphorical structures bug for hours and it's still failing!,Frustrated,Literature
I feel confident about my grasp of digital logic gates ahead of the midterm.,Confident,Engineering
I fully understand gravitational fields now and completed all the exercises easily!,Confident,Physics
Learning about heat transfer equations feels like watching paint dry. Zero excitement.,Bored,Engineering
Learning about memory allocation feels like watching paint dry. Zero excitement.,Bored,Computer Science
This lecture on industrialization was fascinating! Where can I read more about it?,Curious,History
I've spent the whole weekend on homeostasis and made absolutely zero progress.,Frustrated,Biology
This lecture on vector spaces was fascinating! Where can I read more about it?,Curious,Mathematics
I'm interested in working on a research project related to perception thresholds.,Curious,Psychology
I don't see the relevance of thermochemistry to real life. It is just empty theory.,Bored,Chemistry
Why is the setup for phylogenetic trees so incredibly difficult and poorly documented?,Frustrated,Biology
This assignment on consumer psychology was simple. I finished it in ten minutes.,Confident,Business
I've mastered the core concepts of electromagnetic induction. Bring on the advanced stuff!,Confident,Physics
I'm curious to see what happens if we change the parameters in merge sort.,Curious,Computer Science
How does industrialization scale to real-world datasets? I'd love to know more.,Curious,History
Implementing differential equations was straightforward. I knew exactly what to do.,Confident,Mathematics
I have followed every step of the integrals tutorial and it still crashes.,Frustrated,Mathematics
Learning about spectroscopy feels like watching paint dry. Zero excitement.,Bored,Chemistry
The class on metaphorical structures is moving at a snail's pace. I'm so disengaged.,Bored,Literature
I'm curious to see what happens if we change the parameters in Cold War diplomacy.,Curious,History
I'm curious to see what happens if we change the parameters in narrative voices.,Curious,Literature
This assignment on gas laws was simple. I finished it in ten minutes.,Confident,Chemistry
I have followed every step of the neurotransmitters tutorial and it still crashes.,Frustrated,Psychology
This military strategies assignment is a nightmare. It is way too hard.,Frustrated,History
I'm making great progress in immune response. It's all clicking so fast.,Confident,Biology
Why do we need to memorize these molecular orbitals formulas? It feels so pointless.,Bored,Chemistry
I keep getting confused when trying to apply the formula for Cold War diplomacy.,Confused,History
I feel completely ready to explain Schrodinger equation to anyone who is struggling.,Confident,Physics
I am stuck on this social movements question. The instructions are very unclear.,Confused,History
The professor's slides on homeostasis are just walls of text. So uninteresting.,Bored,Biology
I feel like throwing my laptop out the window. acid-base titration is so annoying.,Frustrated,Chemistry
I don't understand the difference between these two algorithms in economic depressions.,Confused,History
Learning about backpropagation feels like watching paint dry. Zero excitement.,Bored,Computer Science
I'm completely lost on historical contexts. Can someone explain it in simple terms?,Confused,Literature
